2018-05-06 09:13:40+08:00,573257,30.192569,120.198467
2018-05-06 09:12:43+08:00,6.40E+05,30.236786,120.17633
2018-05-06 09:12:09+08:00,762748,30.260351,120.208236
2018-05-06 09:10:41+08:00,854067,30.312534,120.092841
2018-05-06 09:13:35+08:00,4.57E+09,30.199144,120.202049
2018-05-06 09:11:05+08:00,5.78E+09,30.295368,120.13533
2018-05-06 09:12:18+08:00,6.44E+09,30.254754,120.271473
2018-05-06 09:10:41+08:00,5.67E+88,30.311945,120.067242
2018-05-06 09:12:20+08:00,8.54E+89,30.25181,120.178268
2018-05-06 09:10:58+08:00,0443lL,30.299593,120.24282
2018-05-06 09:13:30+08:00,0445Gx,30.203353,120.275554
2018-05-06 09:11:01+08:00,0445NV,30.300896,120.180172
2018-05-06 09:12:20+08:00,044a0X,30.253684,120.196059
2018-05-06 09:10:47+08:00,044a3l,30.308676,120.182792
2018-05-06 09:10:42+08:00,044avx,30.313518,120.148941
2018-05-06 09:10:52+08:00,044x8P,30.303365,120.121678
2018-05-06 09:11:02+08:00,044xo2,30.298022,120.19095
2018-05-06 09:12:23+08:00,044xRO,30.249915,120.189989
2018-05-06 09:11:05+08:00,044xw7,30.294217,120.179198
2018-05-06 09:10:50+08:00,04528L,30.305721,120.208524
2018-05-06 09:11:06+08:00,0452AD,30.294983,120.197513
2018-05-06 09:12:09+08:00,0452DO,30.260993,120.195227
2018-05-06 09:10:18+08:00,0452mV,30.33452,120.286224
2018-05-06 09:10:43+08:00,0454N2,30.310479,120.06923
2018-05-06 09:12:44+08:00,045AGD,30.234827,120.061208
2018-05-06 09:11:58+08:00,045ar2,30.269235,120.202838
2018-05-06 09:12:09+08:00,045BdX,30.261561,120.169391
2018-05-06 09:11:26+08:00,045BJL,30.289487,120.241058
2018-05-06 09:11:26+08:00,045BQl,30.28753,120.093134
2018-05-06 09:10:55+08:00,045d4r,30.30378,120.176564
2018-05-06 09:11:34+08:00,045dyO,30.28318,120.181027
2018-05-06 09:11:14+08:00,045DZr,30.291883,120.24909
2018-05-06 09:10:54+08:00,045ebD,30.305133,120.27278
2018-05-06 09:10:21+08:00,045J4X,30.322001,120.274175
2018-05-06 09:11:33+08:00,045oLr,30.284893,120.16282
2018-05-06 09:12:03+08:00,045oPO,30.265175,120.208213
2018-05-06 09:10:48+08:00,045qQV,30.308006,120.265669
2018-05-06 09:12:02+08:00,045X0x,30.257959,120.077905
2018-05-06 09:10:48+08:00,045Y0D,30.308187,120.179333
2018-05-06 09:10:20+08:00,045Yyx,30.327679,120.167996
2018-05-06 09:11:03+08:00,047b2V,30.295678,120.250043
2018-05-06 09:11:28+08:00,047bzr,30.287058,120.085872
2018-05-06 09:10:48+08:00,047nY2,30.30978,120.175651
2018-05-06 09:11:29+08:00,047rV2,30.287722,120.202694
2018-05-06 09:12:00+08:00,04A0kD,30.267942,120.181065
2018-05-06 09:10:58+08:00,04A0MD,30.303214,120.182008
2018-05-06 09:10:43+08:00,04A0wl,30.311765,120.266244
2018-05-06 09:12:52+08:00,04A0YD,30.229785,120.174069
2018-05-06 09:10:16+08:00,04A2oX,30.333615,120.110522
2018-05-06 09:11:10+08:00,04A2Ql,30.292078,120.178669
2018-05-06 09:13:01+08:00,04A2Vx,30.224813,120.179872
2018-05-06 09:11:26+08:00,04A3wl,30.287332,120.1115
2018-05-06 09:11:01+08:00,04A8d7,30.299388,120.178715
2018-05-06 09:12:14+08:00,04A8MV,30.255473,120.26987
2018-05-06 09:10:44+08:00,04A8VL,30.311506,120.092514
2018-05-06 09:10:41+08:00,04A8YP,30.311905,120.067295
2018-05-06 09:10:17+08:00,04Ad2V,30.324302,120.238143
2018-05-06 09:11:48+08:00,04AJ8V,30.276082,120.195906
2018-05-06 09:10:25+08:00,04Ak6P,30.324433,120.142991
